RepRapFirmware height map file v2 generated at 2022-06-09 13:20, min error -0.118, max error -0.007, mean -0.058, deviation 0.028
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,35.00,310.00,35.00,310.00,-1.00,55.00,55.00,6,6
 -0.007, -0.013, -0.027, -0.023, -0.023, -0.007
 -0.053, -0.053, -0.068, -0.070, -0.078, -0.047
 -0.047, -0.037, -0.057, -0.068, -0.078, -0.047
 -0.047, -0.053, -0.078, -0.072, -0.088, -0.062
 -0.062, -0.092, -0.112, -0.118, -0.108, -0.078
 -0.013, -0.033, -0.082, -0.082, -0.068, -0.037
